delete,icd9,count,edad_mean,duration_mean,edad_median,duration_median,description
0,460,15375,36.99386666666666,3.249430894308943,36.0,2.0,Nasopharyngitis (Common Cold)
1,724.2,15305,40.53879777850376,30.955047370140477,39.7,10.0,Lumbago (Lower Back Pain)
2,300.00,9893,39.14581016880623,51.73870413423633,38.7,20.0,Anxiety State Unspecified 
3,009.0,9287,35.168795089910624,2.921180144287714,33.6,2.0,Infectious colitis enteritis and gastroenteritis
4,799.9,8390,40.005780691299165,39.27938021454112,39.8,12.0,Other unknown and unspecified cause
5,009.3,8020,34.98115960099751,2.7149625935162094,34.0,2.0,Diarrhea
6,487.1,7557,39.80582241630276,5.630938202990604,39.8,4.0,Influenza w/ other respiratory manifestations
7,463,7047,32.91045835107138,3.558109833971903,32.2,3.0,Tonsillitis
8,723.1,5265,38.773010446343775,32.06172839506173,38.5,8.0,Cervicalgia
9,462,4961,35.557508566821205,3.3346099576698247,34.6,2.0,Pharyngitis
10,724.3,4238,43.50162812647475,50.34332232184993,43.0,19.0
11,079.99,3722,38.10287479849543,3.8046749059645353,37.8,3.0
12,790.8,3562,37.698034811903426,6.355979786636721,37.150000000000006,3.0
13,558.9,3422,35.93404441846873,4.124196376388078,34.6,2.0
14,780.4,3398,40.852472042377876,17.63537374926427,41.2,4.0
15,787.01,3170,33.24545741324921,4.386435331230284,31.7,1.0
16,789.00,3098,36.16216914138153,16.888637830858617,35.2,3.0
17,466.0,2679,42.384173198954834,11.979096677864876,42.4,5.0
18,008.8,2276,35.55461335676626,2.7152899824253076,34.5,2.0
19,788.0,2252,41.2556838365897,15.11190053285968,41.2,5.0
20,729.5,1899,40.80747761979989,34.88151658767772,41.0,8.0
21,519.8,1850,41.986486486486484,9.796756756756757,42.0,4.0
22,780.60,1830,37.333333333333336,6.650819672131147,36.3,3.0
23,784.0,1782,35.2871492704826,8.515151515151516,34.9,2.0
24,959.9,1746,36.878350515463914,24.86827033218786,36.650000000000006,7.0
25,845.00,1532,36.51312010443864,25.494778067885118,35.4,14.0
26,346.90,1508,36.5303050397878,5.206896551724138,35.8,1.0
27,719.49,1390,42.643741007194244,57.638129496402875,42.95,16.0
28,728.85,1361,37.752020573108005,19.390889052167523,37.2,5.0
29,599.0,1358,37.77525773195877,8.318114874815906,36.2,2.0
30,726.2,1352,44.344748520710056,62.35281065088758,45.0,21.0
31,490,1302,42.09078341013824,9.506912442396313,42.0,4.0
32,034.0,1266,32.489257503949446,4.257503949447077,32.0,3.0
33,461.9,1244,36.078697749196145,6.882636655948553,34.849999999999994,3.0
34,787.91,1207,37.04415907207954,6.209610604805302,35.9,2.0
35,719.40,1175,42.1268085106383,40.07829787234043,43.4,12.0
36,079,1145,38.93816593886463,8.7764192139738,39.4,3.0
37,847.0,1060,35.33349056603774,45.90754716981132,34.1,33.0
38,465.9,1046,39.28986615678776,4.713193116634799,39.5,3.0
39,995.29,1027,36.909055501460564,1.688412852969815,36.0,1.0
40,719.46,1023,44.25806451612903,46.21114369501466,45.5,18.0
41,486,997,44.96649949849549,26.478435305917753,44.8,16.0
42,723.5,969,36.47203302373581,12.307533539731683,35.5,3.0
43,724.5,952,38.010504201680675,22.672268907563026,37.55,7.0
44,837.0,951,35.96698212407991,25.452155625657202,34.0,14.0
45,786.2,919,40.6247007616975,6.761697497279652,41.0,3.0
46,525.8,915,36.36557377049181,3.919125683060109,34.9,2.0
47,465,890,38.27786516853933,5.987640449438202,37.650000000000006,3.0
48,522.5,885,38.07197740112994,5.76045197740113,37.7,3.0
49,525.9,878,36.20341685649203,5.806378132118451,35.4,2.0
50,726.90,875,39.36045714285714,36.18628571428572,39.6,13.0
51,780.79,857,38.88191365227538,23.26487747957993,37.4,4.0
52,493.90,845,39.25479289940829,17.955029585798815,39.9,5.0
53,999.0,778,37.15694087403599,1.7236503856041132,35.8,1.0
